source_brgy,expected_brgy,source_municity,expected_municity,source_prov,expected_prov,expected_psgc,expected_match_type
Talobatib,TALOBATIB,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606051,Exact
Pangpang,PANGPANG,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606045,Exact
Matanlang,MATANLANG,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606042,Exact
Benit,BENIT,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606011,Exact
Mahawan-hawan,MAHAWAN-HAWAN,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606034,Exact
San Antonio (Labo),SAN ANTONIO,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606047,Ambiguous
Mabilo I,MABILO I,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606031,Exact
Mabilo II,MABILO II,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606032,Exact
Dalas,DALAS,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606022,Exact
Masalong,MASALONG,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606041,Exact
Bautista,BAUTISTA,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606008,Exact
Iberica,IBERICA,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606028,Exact
Pinya,PINYA,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606046,Exact
Kalamunding,KALAMUNDING,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606015,Exact
Malasugui,MALASUGUI,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606036,Exact
San Francisco (Labo),SAN FRANCISCO,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606014,Ambiguous
Gumamela,GUMAMELA,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606013,Exact
Anahaw (Pob.),ANAHAW,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606012,Ambiguous
Bakiad,BAKIAD,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606007,Exact
Santa Cruz (Labo),SANTA CRUZ,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606048,Ambiguous
Bagacay,BAGACAY,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606004,Exact
Fundado,FUNDADO,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606025,Exact
Cabusay,CABUSAY,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606018,Exact
Bulhao,BULHAO,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606016,Exact
Anameam,ANAMEAM,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606001,Exact
Malatap,MALATAP,LABO,LABO,Camarines Norte,CAMARINES NORTE,051606037,Exact
,,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607000,Exact
Lanot,LANOT,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607018,Exact
Pambuhan,PAMBUHAN,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607023,Exact
Masalongsalong,MASALONGSALONG,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607021,Exact
Matoogtoog,MATOOGTOOG,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607022,Exact
Caringo,CARINGO,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607009,Exact
Catandunganon,CATANDUNGANON,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607010,Exact
Gaboc,GABOC,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607014,Exact
Cayucyucan,CAYUCYUCAN,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607011,Exact
Quinapaguian,QUINAPAGUIAN,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607024,Exact
Apuao,APUAO,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607001,Exact
Barangay VI (Mercedes),BARANGAY VI,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607007,Ambiguous
Barangay V (Mercedes),BARANGAY V,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607006,Ambiguous
Mambungalon,MAMBUNGALON,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607019,Exact
Barangay VII (Mercedes),BARANGAY VII,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607008,Ambiguous
Manguisoc,MANGUISOC,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607020,Exact
Del Rosario (Tagongtong),DEL ROSARIO,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607013,Ambiguous
San Roque (Mercedes),SAN ROQUE,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607025,Ambiguous
Lalawigan,LALAWIGAN,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607017,Exact
Hamoraon,HAMORAON,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607015,Exact
Colasi,COLASI,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607012,Exact
Tarum,TARUM,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607026,Exact
Hinipaan,HINIPAAN,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607016,Exact
Barangay I (Mercedes),BARANGAY I,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607002,Ambiguous
Barangay II (Mercedes),BARANGAY II,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607003,Ambiguous
Barangay III (Mercedes),BARANGAY III,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607004,Ambiguous
Barangay IV (Mercedes),BARANGAY IV,MERCEDES,MERCEDES,Camarines Norte,CAMARINES NORTE,051607005,Ambiguous
,,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608000,Exact
Bagumbayan,BAGUMBAYAN,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608002,Exact
Labnig,LABNIG,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608012,Exact
Dalnac,DALNAC,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608009,Exact
Malacbang,MALACBANG,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608014,Exact
Capacuan,CAPACUAN,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608006,Exact
Batobalani,BATOBALANI,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608004,Exact
Maybato,MAYBATO,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608018,Exact
Dagang,DAGANG,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608008,Exact
Pinagbirayan Munti,PINAGBIRAYAN MUNTI,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608021,Exact
Casalugan,CASALUGAN,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608007,Exact
Gumaus,GUMAUS,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608011,Exact
Poblacion Norte,POBLACION NORTE,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608022,Exact
Poblacion Sur,POBLACION SUR,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608023,Exact
Palanas,PALANAS,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608019,Exact
Tugos,TUGOS,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608027,Exact
Malaguit,MALAGUIT,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608015,Exact
Bakal,BAKAL,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608003,Exact
Tabas,TABAS,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608024,Exact
Dancalan,DANCALAN,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608010,Exact
Mampungo,MAMPUNGO,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608016,Exact
Macolabo Island,MACOLABO ISLAND,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608013,Exact
Pinagbirayan Malaki,PINAGBIRAYAN MALAKI,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608020,Exact
Calaburnay,CALABURNAY,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608005,Exact
Mangkasay,MANGKASAY,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608017,Exact
Talusan,TALUSAN,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608025,Exact
Tawig,TAWIG,PARACALE,PARACALE,Camarines Norte,CAMARINES NORTE,051608026,Exact
,,SAN LORENZORUIZ,SAN LORENZO RUIZ,Camarines Norte,CAMARINES NORTE,051604000,Ambiguous
Maisog,MAISOG,SAN LORENZORUIZ,SAN LORENZO RUIZ,Camarines Norte,CAMARINES NORTE,051604005,Ambiguous
Dagotdotan,DAGOTDOTAN,SAN LORENZORUIZ,SAN LORENZO RUIZ,Camarines Norte,CAMARINES NORTE,051604002,Ambiguous
Daculang Bolo,DACULANG BOLO,SAN LORENZORUIZ,SAN LORENZO RUIZ,Camarines Norte,CAMARINES NORTE,051604001,Ambiguous
Langga,LANGGA,SAN LORENZORUIZ,SAN LORENZO RUIZ,Camarines Norte,CAMARINES NORTE,051604003,Ambiguous
Mampurog,MAMPUROG,SAN LORENZORUIZ,SAN LORENZO RUIZ,Camarines Norte,CAMARINES NORTE,051604006,Ambiguous
Matacong,MATACONG,SAN LORENZORUIZ,SAN LORENZO RUIZ,Camarines Norte,CAMARINES NORTE,051604008,Ambiguous
San Isidro (San Lorenzo),SAN ISIDRO,SAN LORENZORUIZ,SAN LORENZO RUIZ,Camarines Norte,CAMARINES NORTE,051604011,Ambiguous
San Antonio (San Lorenzo),SAN ANTONIO,SAN LORENZORUIZ,SAN LORENZO RUIZ,Camarines Norte,CAMARINES NORTE,051604010,Ambiguous
San Ramon,SAN RAMON,SAN LORENZORUIZ,SAN LORENZO RUIZ,Camarines Norte,CAMARINES NORTE,051604012,Ambiguous
Salvacion (San Lorenzo),SALVACION,SAN LORENZORUIZ,SAN LORENZO RUIZ,Camarines Norte,CAMARINES NORTE,051604009,Ambiguous
Manlimonsito,MANLIMONSITO,SAN LORENZORUIZ,SAN LORENZO RUIZ,Camarines Norte,CAMARINES NORTE,051604007,Ambiguous
,,SAN VICENTE,SAN VICENTE,Camarines Norte,CAMARINES NORTE,051609000,Exact
Man-Ogob,MAN-OGOB,SAN VICENTE,SAN VICENTE,Camarines Norte,CAMARINES NORTE,051609006,Exact
Calabagas,CALABAGAS,SAN VICENTE,SAN VICENTE,Camarines Norte,CAMARINES NORTE,051609003,Exact
Pob District II (Kanluran),POBLACION DISTRICT II,SAN VICENTE,SAN VICENTE,Camarines Norte,CAMARINES NORTE,051609008,Ambiguous
PobDistrict I (Silangan),POBLACION DISTRICT I,SAN VICENTE,SAN VICENTE,Camarines Norte,CAMARINES NORTE,051609007,Ambiguous
Asdum,ASDUM,SAN VICENTE,SAN VICENTE,Camarines Norte,CAMARINES NORTE,051609001,Exact
Iraya Sur,IRAYA SUR,SAN VICENTE,SAN VICENTE,Camarines Norte,CAMARINES NORTE,051609005,Exact
San Jose (Iraya Norte),SAN JOSE,SAN VICENTE,SAN VICENTE,Camarines Norte,CAMARINES NORTE,051609009,Ambiguous
Fabrica,FABRICA,SAN VICENTE,SAN VICENTE,Camarines Norte,CAMARINES NORTE,051609004,Exact
Cabanbanan,CABANBANAN,SAN VICENTE,SAN VICENTE,Camarines Norte,CAMARINES NORTE,051609002,Exact
,,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610000,Exact
Polungguitguit,POLUNGGUITGUIT,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610003,Exact
Plaridel (Santa Elena),PLARIDEL,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610018,Ambiguous
Don Tomas,DON TOMAS,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610011,Exact
Maulawin,MAULAWIN,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610015,Exact
Patag Iraya,PATAG IRAYA,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610017,Exact
Patag Ibaba,PATAG IBABA,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610016,Exact
Tabugon,TABUGON,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610019,Exact
Kabuluan,KABULUAN,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610013,Exact
Guitol,GUITOL,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610012,Exact
Rizal,RIZAL,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610004,Exact
Villa San Isidro,VILLA SAN ISIDRO,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610010,Exact
Kagtalaba,KAGTALABA,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610014,Exact
San Pedro (Santa Elena),SAN PEDRO,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610007,Ambiguous
Basiad,BASIAD,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610001,Exact
San Vicente,SAN VICENTE,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610008,Exact
Poblacion (Santa Elena),SANTA ELENA,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610009,Ambiguous
Bulala,BULALA,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610002,Exact
Salvacion (Santa Elena),SALVACION,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610005,Ambiguous
San Lorenzo,SAN LORENZO,SANTA ELENA,SANTA ELENA,Camarines Norte,CAMARINES NORTE,051610006,Exact
,,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611000,Exact
San Jose (Talisay),SAN JOSE,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611011,Ambiguous
Binanuaan,BINANUAAN,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611001,Exact
Itomang,ITOMANG,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611007,Exact
Santo Nino,SANTO NINO,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611015,Exact
San Isidro (Talisay),SAN ISIDRO,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611010,Ambiguous
San Francisco (Talisay),SAN FRANCISCO,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611009,Ambiguous
Poblacion (Talisay),POBLACION,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611008,Ambiguous
Santa Elena (Talisay),SANTA ELENA,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611014,Ambiguous
San Nicolas,SAN NICOLAS,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611012,Exact
Del Carmen,DEL CARMEN,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611005,Exact
Caawigan,CAAWIGAN,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611002,Exact
Gabon,GABON,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611006,Exact
Cahabaan,CAHABAAN,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611003,Exact
Calintaan,CALINTAAN,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611004,Exact
Santa Cruz (Talisay),SANTA CRUZ,TALISAY,TALISAY,Camarines Norte,CAMARINES NORTE,051611013,Ambiguous
,,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612000,Exact
Sabang,SABANG,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612017,Exact
Napilihan,NAPILIHAN,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612012,Exact
Santo Domingo,SANTO DOMINGO,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612018,Exact
Guinacutan,GUINACUTAN,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612007,Exact
Cagbalogo,CAGBALOGO,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612004,Exact
Singi,SINGI,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612019,Exact
Matango,MATANGO,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612011,Exact
Aguit-It,AGUIT-IT,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612001,Exact
Manlucugan,MANLUCUGAN,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612010,Exact
Calangcawan Sur,CALANGCAWAN SUR,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612006,Exact
Barangay III (Vinzons),BARANGAY III,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612016,Ambiguous
Calangcawan Norte,CALANGCAWAN NORTE,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612005,Exact
Mangcayo,MANGCAYO,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612008,Exact
Sula,SULA,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612020,Exact
Banocboc,BANOCBOC,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612002,Exact
Pinagtigasan,PINAGTIGASAN,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612013,Exact
Mangcawayan,MANGCAWAYAN,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612009,Exact
Barangay I (Vinzons),BARANGAY I,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612014,Ambiguous
Barangay II (Vinzons),BARANGAY II,VINZONS,VINZONS,Camarines Norte,CAMARINES NORTE,051612015,Ambiguous
,,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501000,Exact
Benglen,BENGLEN,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501019,Exact
Catadman,CATADMAN,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501002,Exact
Columbus,COLUMBUS,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501003,Exact
Coring,CORING,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501004,Exact
Cortes,CORTES,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501005,Exact
Diegas,DIEGAS,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501020,Exact
Dona Helene,DONA HELENE,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501006,Exact
Edera,EDERA,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501021,Exact
Ferdinand,FERDINAND,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501007,Exact
Geotina,GEOTINA,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501008,Exact
Imee (Bactasan),IMEE,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501009,Ambiguous
Melgar,MELGAR,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501010,Exact
Montag,MONTAG,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501011,Exact
Navarro,NAVARRO,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501012,Exact
New Nazareth,NEW NAZARETH,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501022,Exact
Poblacion,POBLACION,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501013,Exact
Puerto Princesa,PUERTO PRINCESA,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501014,Exact
Rita Glenda,RITA GLENDA,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501015,Exact
Roma,ROMA,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501023,Exact
Roxas,ROXAS,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501016,Exact
Santa Monica,SANTA MONICA,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501024,Exact
Santo Nino (Basilisa),SANTO NINO,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501025,Ambiguous
Sering,SERING,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501017,Exact
Sombrado,SOMBRADO,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501026,Exact
Tag-abaca,TAG-ABACA,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501018,Exact
Villa Ecleo,VILLA ECLEO,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501027,Exact
Villa Pantinople,VILLA PANTINOPLE,BASILISA,BASILISA,Dinagat Islands,DINAGAT ISLANDS,168501028,Exact
,,CAGDIANAO,CAGDIANAO,Dinagat Islands,DINAGAT ISLANDS,168502000,Exact
Boa,BOA,CAGDIANAO,CAGDIANAO,Dinagat Islands,DINAGAT ISLANDS,168502001,Exact
